GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018
0100000US,,United States,310M400US43460,43460,"United States - Sikeston, MO Micro Area","Sikeston, MO Micro Area",39191,39188,39249,39133,39150,39195,38859,38999,38761,38566,38458
0100000US,,United States,310M400US43500,43500,"United States - Silver City, NM Micro Area","Silver City, NM Micro Area",29514,29510,29381,29338,29245,29096,28863,28361,28043,27692,27346
0100000US,,United States,310M400US43660,43660,"United States - Snyder, TX Micro Area","Snyder, TX Micro Area",16921,16919,16929,16861,17124,17276,17380,17566,17381,17004,16866
0100000US,,United States,310M400US43700,43700,"United States - Somerset, KY Micro Area","Somerset, KY Micro Area",63063,63061,63190,63510,63523,63793,63862,63858,64025,64357,64623
0100000US,,United States,310M400US43740,43740,"United States - Somerset, PA Micro Area","Somerset, PA Micro Area",77742,77737,77763,77275,77012,76588,76151,75396,74892,74356,73952
0100000US,,United States,310M400US43760,43760,"United States - Sonora, CA Micro Area","Sonora, CA Micro Area",55365,55368,55191,54825,54218,54000,53828,53550,53704,54039,54539
0100000US,,United States,310M400US43940,43940,"United States - Spearfish, SD Micro Area","Spearfish, SD Micro Area",24097,24090,24205,24326,24400,24937,24729,24825,25271,25606,25741
0100000US,,United States,310M400US43980,43980,"United States - Spencer, IA Micro Area","Spencer, IA Micro Area",16667,16667,16635,16595,16539,16440,16485,16497,16296,16153,16134
0100000US,,United States,310M400US44020,44020,"United States - Spirit Lake, IA Micro Area","Spirit Lake, IA Micro Area",16667,16667,16670,16858,16925,16878,16840,17005,17110,17173,17153
0100000US,,United States,310M400US44260,44260,"United States - Starkville, MS Micro Area","Starkville, MS Micro Area",47671,47671,47737,47770,48835,49121,49081,49516,49532,49675,49599
0100000US,,United States,310M400US44340,44340,"United States - Statesboro, GA Micro Area","Statesboro, GA Micro Area",70217,70246,70562,72637,73112,71833,72671,73152,74708,76084,77296
0100000US,,United States,310M400US44460,44460,"United States - Steamboat Springs, CO Micro Area","Steamboat Springs, CO Micro Area",23509,23506,23448,23264,23285,23612,24083,24422,24787,25346,25733
0100000US,,United States,310M400US44500,44500,"United States - Stephenville, TX Micro Area","Stephenville, TX Micro Area",37890,37900,37917,38927,39414,39899,40532,41195,41376,41862,42446
0100000US,,United States,310M400US44540,44540,"United States - Sterling, CO Micro Area","Sterling, CO Micro Area",22709,22709,22033,21869,21661,21469,21748,21771,21733,21665,21528
0100000US,,United States,310M400US44580,44580,"United States - Sterling, IL Micro Area","Sterling, IL Micro Area",58498,58494,58478,58272,57760,57462,57019,56914,56472,55947,55626
0100000US,,United States,310M400US44620,44620,"United States - Stevens Point, WI Micro Area","Stevens Point, WI Micro Area",70019,70021,70025,70078,70414,70513,70521,70497,70425,70608,70942
0100000US,,United States,310M400US44660,44660,"United States - Stillwater, OK Micro Area","Stillwater, OK Micro Area",77350,77350,77399,78223,78724,79703,80531,81324,81799,81867,82040
0100000US,,United States,310M400US44740,44740,"United States - Storm Lake, IA Micro Area","Storm Lake, IA Micro Area",20260,20265,20355,20311,20564,20663,20622,20381,20322,20102,19874
0100000US,,United States,310M400US44780,44780,"United States - Sturgis, MI Micro Area","Sturgis, MI Micro Area",61295,61295,61283,61057,60983,60985,61009,60805,60809,60819,61043
0100000US,,United States,310M400US44860,44860,"United States - Sulphur Springs, TX Micro Area","Sulphur Springs, TX Micro Area",35161,35161,35206,35253,35310,35303,35696,35990,36212,36493,36810
0100000US,,United States,310M400US44900,44900,"United States - Summerville, GA Micro Area","Summerville, GA Micro Area",26015,26017,25952,25675,25616,25040,24857,24895,24826,24716,24790
0100000US,,United States,310M400US44920,44920,"United States - Summit Park, UT Micro Area","Summit Park, UT Micro Area",36324,36324,36500,37418,37862,38421,39118,39647,40506,41349,41933
0100000US,,United States,310M400US44980,44980,"United States - Sunbury, PA Micro Area","Sunbury, PA Micro Area",94528,94483,94301,94395,94419,93896,93609,92890,92275,91767,91083
0100000US,,United States,310M400US45000,45000,"United States - Susanville, CA Micro Area","Susanville, CA Micro Area",34895,34895,34832,34238,33624,32126,31710,31383,30906,31123,30802
0100000US,,United States,310M400US45020,45020,"United States - Sweetwater, TX Micro Area","Sweetwater, TX Micro Area",15216,15215,15247,15145,14937,15072,15128,15100,15015,14837,14751
0100000US,,United States,310M400US45140,45140,"United States - Tahlequah, OK Micro Area","Tahlequah, OK Micro Area",46987,46982,47106,47679,47972,47858,48237,48373,48787,48925,48675
0100000US,,United States,310M400US45180,45180,"United States - Talladega-Sylacauga, AL Micro Area","Talladega-Sylacauga, AL Micro Area",93830,94041,93882,93264,93425,92769,92488,91993,91294,90779,90543
0100000US,,United States,310M400US45340,45340,"United States - Taos, NM Micro Area","Taos, NM Micro Area",32937,32935,32896,32891,32766,32962,32971,32814,32960,32862,32835
0100000US,,United States,310M400US45380,45380,"United States - Taylorville, IL Micro Area","Taylorville, IL Micro Area",34800,34793,34764,34699,34516,34147,33810,33457,33214,33011,32661
0100000US,,United States,310M400US45520,45520,"United States - The Dalles, OR Micro Area","The Dalles, OR Micro Area",25213,25211,25285,25217,25375,25328,25275,25455,25776,26321,26505
0100000US,,United States,310M400US45580,45580,"United States - Thomaston, GA Micro Area","Thomaston, GA Micro Area",27153,27151,27056,26922,26566,26432,26173,26241,26255,26197,26215
0100000US,,United States,310M400US45620,45620,"United States - Thomasville, GA Micro Area","Thomasville, GA Micro Area",44720,44724,44750,44590,44535,44772,44759,44812,44968,44662,44448
0100000US,,United States,310M400US45660,45660,"United States - Tiffin, OH Micro Area","Tiffin, OH Micro Area",56745,56742,56619,56516,56102,55845,55802,55637,55447,55281,55207
0100000US,,United States,310M400US45700,45700,"United States - Tifton, GA Micro Area","Tifton, GA Micro Area",40118,40132,40247,41152,40943,40175,40454,40536,40552,40438,40571
0100000US,,United States,310M400US45740,45740,"United States - Toccoa, GA Micro Area","Toccoa, GA Micro Area",26175,26173,26135,25764,25721,25568,25424,25472,25664,25785,26035
0100000US,,United States,310M400US45860,45860,"United States - Torrington, CT Micro Area","Torrington, CT Micro Area",189927,189925,189806,189002,187609,186886,185398,184133,182801,181710,181111
0100000US,,United States,310M400US45900,45900,"United States - Traverse City, MI Micro Area","Traverse City, MI Micro Area",143372,143365,143343,144316,145005,146215,147291,147828,148295,148671,149914
0100000US,,United States,310M400US45980,45980,"United States - Troy, AL Micro Area","Troy, AL Micro Area",32899,32895,32963,33017,33210,33713,33197,33522,33521,33435,33338
0100000US,,United States,310M400US46020,46020,"United States - Truckee-Grass Valley, CA Micro Area","Truckee-Grass Valley, CA Micro Area",98764,98745,98785,98697,98140,97952,98589,98709,98964,99503,99696
0100000US,,United States,310M400US46100,46100,"United States - Tullahoma-Manchester, TN Micro Area","Tullahoma-Manchester, TN Micro Area",100210,100209,100062,100105,100128,100761,101090,101667,102176,102888,104001
0100000US,,United States,310M400US46180,46180,"United States - Tupelo, MS Micro Area","Tupelo, MS Micro Area",136268,136268,136355,137072,138398,139020,138955,139148,139708,140186,140552
0100000US,,United States,310M400US46380,46380,"United States - Ukiah, CA Micro Area","Ukiah, CA Micro Area",87841,87850,87800,87334,87304,87077,87257,87168,87382,87697,87606
0100000US,,United States,310M400US46460,46460,"United States - Union City, TN-KY Micro Area","Union City, TN-KY Micro Area",38620,38620,38626,38411,37866,37402,37089,36843,36726,36607,36387
0100000US,,United States,310M400US46500,46500,"United States - Urbana, OH Micro Area","Urbana, OH Micro Area",40097,40099,40077,39819,39568,39460,39074,38951,38719,38824,38754
0100000US,,United States,310M400US46620,46620,"United States - Uvalde, TX Micro Area","Uvalde, TX Micro Area",26405,26405,26443,26589,26752,26920,27046,26968,27088,27098,26846
0100000US,,United States,310M400US46740,46740,"United States - Valley, AL Micro Area","Valley, AL Micro Area",34215,34171,34122,34030,34104,34143,33980,34007,33771,33758,33615
0100000US,,United States,310M400US46780,46780,"United States - Van Wert, OH Micro Area","Van Wert, OH Micro Area",28744,28759,28677,28623,28635,28348,28332,28325,28177,28291,28281
0100000US,,United States,310M400US46820,46820,"United States - Vermillion, SD Micro Area","Vermillion, SD Micro Area",13864,13868,13828,13980,14063,13893,13881,13764,13917,14021,14041
0100000US,,United States,310M400US46860,46860,"United States - Vernal, UT Micro Area","Vernal, UT Micro Area",32588,32588,32469,33241,34641,35683,36921,37783,36254,35219,35438
0100000US,,United States,310M400US46900,46900,"United States - Vernon, TX Micro Area","Vernon, TX Micro Area",13535,13535,13511,13454,13293,13207,12991,13067,12904,12747,12820
0100000US,,United States,310M400US46980,46980,"United States - Vicksburg, MS Micro Area","Vicksburg, MS Micro Area",58377,58368,58415,58095,57569,57434,57112,56721,56159,55805,55178
0100000US,,United States,310M400US47080,47080,"United States - Vidalia, GA Micro Area","Vidalia, GA Micro Area",36346,36351,36395,36235,36066,36154,36129,36114,36135,35964,36080
0100000US,,United States,310M400US47180,47180,"United States - Vincennes, IN Micro Area","Vincennes, IN Micro Area",38440,38440,38393,38470,37975,38055,37961,37763,37331,37094,36895
0100000US,,United States,310M400US47240,47240,"United States - Vineyard Haven, MA Micro Area","Vineyard Haven, MA Micro Area",16535,16535,16572,16695,16829,17162,17299,17275,17316,17321,17352
0100000US,,United States,310M400US47340,47340,"United States - Wabash, IN Micro Area","Wabash, IN Micro Area",32888,32888,32848,32563,32385,32270,32101,31859,31504,31410,31280
0100000US,,United States,310M400US47420,47420,"United States - Wahpeton, ND-MN Micro Area","Wahpeton, ND-MN Micro Area",22897,22897,22917,22837,22815,22787,22808,22642,22612,22599,22493
0100000US,,United States,310M400US47540,47540,"United States - Wapakoneta, OH Micro Area","Wapakoneta, OH Micro Area",45949,45949,45930,45767,45797,45828,45766,45761,45800,45791,45804
0100000US,,United States,310M400US47620,47620,"United States - Warren, PA Micro Area","Warren, PA Micro Area",41815,41811,41771,41501,41258,40953,40655,40327,40017,39677,39498
0100000US,,United States,310M400US47660,47660,"United States - Warrensburg, MO Micro Area","Warrensburg, MO Micro Area",52595,52595,52716,53321,54150,54166,54035,53497,53501,53759,53652
0100000US,,United States,310M400US47700,47700,"United States - Warsaw, IN Micro Area","Warsaw, IN Micro Area",77358,77354,77341,77347,77605,77870,78382,78553,78742,79010,79344
0100000US,,United States,310M400US47780,47780,"United States - Washington, IN Micro Area","Washington, IN Micro Area",31648,31654,31720,31948,32117,32282,32681,32811,32972,33074,33147
0100000US,,United States,310M400US47820,47820,"United States - Washington, NC Micro Area","Washington, NC Micro Area",47759,47768,47807,47655,47418,47372,47328,47385,47370,47051,47079
0100000US,,United States,310M400US47920,47920,"United States - Washington Court House, OH Micro Area","Washington Court House, OH Micro Area",29030,29035,29017,28865,28765,28683,28647,28598,28658,28655,28666
0100000US,,United States,310M400US47980,47980,"United States - Watertown, SD Micro Area","Watertown, SD Micro Area",27227,27225,27212,27427,27621,27859,27949,27886,28031,28083,28015
0100000US,,United States,310M400US48020,48020,"United States - Watertown-Fort Atkinson, WI Micro Area","Watertown-Fort Atkinson, WI Micro Area",83686,83683,83719,83830,84351,84605,84369,84503,84485,84775,85129
0100000US,,United States,310M400US48100,48100,"United States - Wauchula, FL Micro Area","Wauchula, FL Micro Area",27731,27731,27724,27682,27444,27319,27281,27185,27229,27202,27245
0100000US,,United States,310M400US48180,48180,"United States - Waycross, GA Micro Area","Waycross, GA Micro Area",55070,55067,55131,55052,54804,54766,54533,54456,54813,54947,55069
0100000US,,United States,310M400US48220,48220,"United States - Weatherford, OK Micro Area","Weatherford, OK Micro Area",27469,27469,27478,27701,28503,29223,29426,29482,29157,28942,29036
0100000US,,United States,310M400US48460,48460,"United States - West Plains, MO Micro Area","West Plains, MO Micro Area",40400,40398,40564,40591,40545,40247,40131,40078,40140,40084,40076
0100000US,,United States,310M400US48500,48500,"United States - West Point, MS Micro Area","West Point, MS Micro Area",20634,20634,20547,20482,20385,20346,20138,20004,19853,19658,19386
0100000US,,United States,310M400US48580,48580,"United States - Whitewater-Elkhorn, WI Micro Area","Whitewater-Elkhorn, WI Micro Area",102228,102228,102198,102638,102883,102803,103193,102513,102686,102956,103718
0100000US,,United States,310M400US48780,48780,"United States - Williston, ND Micro Area","Williston, ND Micro Area",22398,22399,22588,24402,26732,29589,32106,35288,34166,33395,35350
0100000US,,United States,310M400US48820,48820,"United States - Willmar, MN Micro Area","Willmar, MN Micro Area",42239,42239,42237,42203,42377,42460,42492,42590,42636,42715,42855
0100000US,,United States,310M400US48940,48940,"United States - Wilmington, OH Micro Area","Wilmington, OH Micro Area",42040,42035,41911,41894,41804,41847,41787,41817,41853,41966,42057
0100000US,,United States,310M400US48980,48980,"United States - Wilson, NC Micro Area","Wilson, NC Micro Area",81234,81218,81285,81135,81386,81186,81006,81281,81370,81567,81455
0100000US,,United States,310M400US49080,49080,"United States - Winnemucca, NV Micro Area","Winnemucca, NV Micro Area",16528,16521,16583,16638,17072,17357,17219,17023,16792,16702,16786
0100000US,,United States,310M400US49100,49100,"United States - Winona, MN Micro Area","Winona, MN Micro Area",51461,51461,51434,51348,51339,51330,51057,50808,50840,50704,50825
0100000US,,United States,310M400US49220,49220,"United States - Wisconsin Rapids-Marshfield, WI Micro Area","Wisconsin Rapids-Marshfield, WI Micro Area",74749,74749,74814,74648,74321,73922,73593,73364,73246,73112,73055
0100000US,,United States,310M400US49260,49260,"United States - Woodward, OK Micro Area","Woodward, OK Micro Area",20081,20081,19995,20107,20669,21241,21536,21609,20970,20497,20222
0100000US,,United States,310M400US49300,49300,"United States - Wooster, OH Micro Area","Wooster, OH Micro Area",114520,114516,114391,114637,115022,115397,115918,116240,116670,116247,115967
